Origin,Destination,Product,Month,Quantity
Brazil,United Kingdom,SmilesSoPure Waterpik,Jul2004,634
Brazil,United Kingdom,CleanSkin Acne Treatment,Dec2004,1190
Brazil,United Kingdom,GentleGlow Face Cleanser,Apr2004,1320
Brazil,United Kingdom,GentleGlow Face Cleanser,Jun2004,2010
Brazil,United Kingdom,Exfoliating Essentials Scrub,Feb2004,677
Brazil,United Kingdom,FreshFusion Detergent,Aug2004,1543
Brazil,United Kingdom,RadiantRinse Color Protector,Jun2004,1202
Brazil,United Kingdom,SilkySkin Baby Cream,May2004,989
Brazil,United Kingdom,GentleGlow Baby Sunscreen,Jan2004,615
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Feb2004,882
Brazil,United Kingdom,LuminousLocks Shampoo,Mar2004,1328
Brazil,United Kingdom,SoothingSerenity Scalp Treatment,Jul2004,414
Brazil,United Kingdom,SmellSational Intimate Spray,May2004,2020
Brazil,United Kingdom,FreshFusion All-Purpose Cleaner,Dec2004,1216
Brazil,United Kingdom,EasyWash Laundry Detergent for Delicates,Oct2004,996
Brazil,United Kingdom,SoothingPaws Cat Lotion,Jun2004,639
Brazil,United Kingdom,SmellSational Pet Deodorizer,Jul2004,67
Egypt,Japan,FreshStart Toothpaste,Feb2004,1547
Egypt,Japan,FreshStart Toothpaste,May2004,1664
Egypt,Japan,SmileShield Whitening Strips,Sep2004,661
Egypt,Japan,LuminousLip Care,Mar2004,1414
Egypt,Japan,CleanSlate Mouthwash,Jan2004,514
Egypt,Japan,CleanSlate Mouthwash,Feb2004,126
Egypt,Japan,OralEase Gel,Mar2004,1657
Egypt,Japan,OralEase Gel,Apr2004,1697
Egypt,Japan,OralEase Gel,Jul2004,1328
Egypt,Japan,BreathBliss Mints,Sep2004,2077
Egypt,Japan,DentalDefense Toothpaste,Oct2004,1976
Egypt,Japan,FreshFusion Mouth Rinse,Aug2004,779
Egypt,Japan,FreshFusion Mouth Rinse,Sep2004,775
Egypt,Japan,DailyDazzle Toothpaste,Feb2004,1707
Egypt,Japan,DailyDazzle Toothpaste,Mar2004,1875
Egypt,Japan,DailyDazzle Toothpaste,Aug2004,1692
Egypt,Japan,OralEase Plus Toothbrush,Mar2004,586
Egypt,Japan,OralEase Plus Toothbrush,Jun2004,603
Egypt,Japan,OralEase Plus Toothbrush,Sep2004,477
Egypt,Japan,BreatheEasy Inhalant,Mar2004,1056
Egypt,Japan,SmilesSoPure Waterpik,Jan2004,683
Egypt,Japan,SmilesSoPure Waterpik,Apr2004,631
Egypt,Japan,SmilesSoPure Waterpik,May2004,725
Egypt,Japan,FreshFix Mouthwash,Aug2004,1316
Egypt,Japan,SparklingGlow Toothpaste,Apr2004,1733
Egypt,Japan,SparklingGlow Toothpaste,Aug2004,1832
Egypt,Japan,Purezza Body Wash,Sep2004,614
Egypt,Japan,SkinSational Moisturizer,May2004,1081
Egypt,Japan,SkinSational Moisturizer,Dec2004,1124
Egypt,Japan,SoftStep Shaving Cream,Apr2004,972
Egypt,Japan,SoftStep Shaving Cream,Dec2004,935
Egypt,Japan,GentleGlow Face Lotion,Jun2004,1391
Egypt,Japan,SunShield SPF 50 Lotion,Sep2004,1881
Egypt,Japan,Refreshing Rose Body Oil,May2004,1075
Egypt,Japan,Refreshing Rose Body Oil,Jul2004,1246
Egypt,Japan,Calming Creme Relaxant Bath,Jul2004,827
Egypt,Japan,Calming Creme Relaxant Bath,Nov2004,902
Egypt,Japan,Brightening Body Wash,Oct2004,1417
Egypt,Japan,SmoothOperator Shaving Gel,Jan2004,1211
Egypt,Japan,SoothingSerenity Hand Sanitizer,Oct2004,1434
Egypt,Japan,SoothingSerenity Hand Sanitizer,Dec2004,1335
Egypt,Japan,GentleGlow Face Cleanser,Jan2004,1299
Egypt,Japan,GentleGlow Face Cleanser,Apr2004,1215
Egypt,Japan,PurePore Toner,Mar2004,645
Egypt,Japan,PurePore Toner,Jul2004,674
Egypt,Japan,PurePore Toner,Dec2004,719
Egypt,Japan,SilkySkin Moisturizing Cream,Oct2004,547
Egypt,Japan,MorningMist Deodorant,Nov2004,1405
Egypt,Japan,CleanSlate Stain Remover,Aug2004,1372
Egypt,Japan,SoothingSoft Fabric Softener,Feb2004,814
Egypt,Japan,SoothingSoft Fabric Softener,Nov2004,796
Egypt,Japan,SoothingSoft Fabric Softener,Dec2004,764
Egypt,Japan,BrightBreeze Whitening Booster,Mar2004,1624
Egypt,Japan,RadiantRinse Color Protector,Jan2004,1143
Egypt,Japan,RadiantRinse Color Protector,Apr2004,1172
Egypt,Japan,RadiantRinse Color Protector,Jun2004,1213
Egypt,Japan,RadiantRinse Color Protector,Jul2004,1220
Egypt,Japan,EasyWash Laundry Detergent,Jan2004,529
Egypt,Japan,EasyWash Laundry Detergent,Feb2004,464
Egypt,Japan,EasyWash Laundry Detergent,Mar2004,554
Egypt,Japan,SmellSational Odor Eliminator,Oct2004,1373
Egypt,Japan,SoftStep Baby Shampoo,Jan2004,785
Egypt,Japan,SoftStep Baby Shampoo,Mar2004,769
Egypt,Japan,SoftStep Baby Shampoo,Aug2004,756
Egypt,Japan,SoftStep Baby Shampoo,Sep2004,806
Egypt,Japan,EasyWash Laundry Detergent for Babies,Jan2004,791
Egypt,Japan,EasyWash Laundry Detergent for Babies,May2004,715
Egypt,Japan,EasyWash Laundry Detergent for Babies,Oct2004,780
Egypt,Japan,LittleLullaby Diaper Liners,Nov2004,535
Egypt,Japan,SoothingSerenity Baby Rub,May2004,262
Egypt,Japan,CalmingClean Diaper Rash Cream,Oct2004,1754
Egypt,Japan,FreshFusion Baby Wipes,Jun2004,656
Egypt,Japan,FreshFusion Baby Wipes,Aug2004,677
Egypt,Japan,FreshFusion Baby Wipes,Oct2004,678
Egypt,Japan,GentleGlow Baby Face Wash,Dec2004,1972
Egypt,Japan,LuminousLocks Shampoo,Dec2004,1586
Egypt,Japan,CleanSlate Feminine Deodorant,Jul2004,1657
Egypt,Japan,PurePore Sanitary Belt,Feb2004,974
Egypt,Japan,SoftStep Shaving Cream for Women,Dec2004,1388
Egypt,Japan,CleanSlate Disinfectant Spray,Nov2004,2006
Egypt,Japan,BrightBreeze Window Cleaner,Jun2004,1791
Egypt,Japan,GentleGlow Dish Soap,Mar2004,683
Egypt,Japan,GentleGlow Dish Soap,Sep2004,651
Egypt,Japan,RadiantRose Glass Cleaner,Oct2004,715
Egypt,Japan,RadiantRose Glass Cleaner,Dec2004,745
Egypt,Japan,SoothingPaws Cat Lotion,Sep2004,1441
Egypt,Japan,FreshFusion Flea and Tick Spray,Oct2004,1131
Egypt,Japan,BrightBreeze Pet Odor Eliminator,Nov2004,570
Egypt,Japan,EasyWash Pet Laundry Detergent,Dec2004,622
Egypt,Japan,CalmingClean Dog Brush,Jan2004,1146
Egypt,Japan,CalmingClean Dog Brush,Feb2004,1254
Egypt,Japan,CalmingClean Dog Brush,May2004,1232
Egypt,Italy,PurePore Baby Skincare Set,Jun2004,304
Egypt,Italy,GentleGlow Pet Grooming Kit,Jan2004,140
Egypt,France,FreshStart Toothpaste,Nov2004,906
Egypt,France,SmileShield Whitening Strips,Sep2004,584
Egypt,France,SmileShield Whitening Strips,Oct2004,600
Egypt,France,BriteBite Toothbrush,Sep2004,1660
Egypt,France,BriteBite Toothbrush,Nov2004,1615
Egypt,France,LuminousLip Care,Apr2004,224
Egypt,France,CleanSlate Mouthwash,Feb2004,1754
Egypt,France,CleanSlate Mouthwash,Mar2004,1532
Egypt,France,CleanSlate Mouthwash,May2004,1683
Egypt,France,CleanSlate Mouthwash,Aug2004,1628
Egypt,France,CleanSlate Mouthwash,Oct2004,1509
Egypt,France,OralEase Gel,Jun2004,947
Egypt,France,BreathBliss Mints,May2004,1551
Egypt,France,DentalDefense Toothpaste,Jan2004,848
Egypt,France,DentalDefense Toothpaste,Apr2004,846
Egypt,France,DentalDefense Toothpaste,Oct2004,820
Egypt,France,DentalDefense Toothpaste,Nov2004,871
Egypt,France,SparklingSmile Water Flosser,Dec2004,415
Egypt,France,SmileSavvy Tooth Whitening Kit,Feb2004,1375
Egypt,France,SmileSavvy Tooth Whitening Kit,Sep2004,1288
Egypt,France,DailyDazzle Toothpaste,Mar2004,1053
Egypt,France,DailyDazzle Toothpaste,Aug2004,1205
Egypt,France,DailyDazzle Toothpaste,Nov2004,1082
Egypt,France,MorningBreeze Gum Care,Jul2004,1190
Egypt,France,MorningBreeze Gum Care,Nov2004,1312
Egypt,France,OralEase Plus Toothbrush,Sep2004,1335
Egypt,France,OralEase Plus Toothbrush,Nov2004,1426
Egypt,France,SmilesSoPure Waterpik,Jan2004,205
Egypt,France,SmilesSoPure Waterpik,May2004,191
Egypt,France,SmilesSoPure Waterpik,Oct2004,226
Egypt,France,CleanSmile Floss Picks,Jan2004,1334
Egypt,France,CleanSmile Floss Picks,Feb2004,1147
Egypt,France,FreshFix Mouthwash,Jul2004,808
Egypt,France,FreshFix Mouthwash,Aug2004,1033
Egypt,France,SkinSational Moisturizer,Sep2004,1501
Egypt,France,SkinSational Moisturizer,Dec2004,1611
Egypt,France,SoftStep Shaving Cream,Jan2004,645
Egypt,France,SoftStep Shaving Cream,Apr2004,617
Egypt,France,GentleGlow Face Lotion,Jan2004,1431
Egypt,France,GentleGlow Face Lotion,Jul2004,1327
Egypt,France,HydraHydrate Hand Cream,Jan2004,843
Egypt,France,HydraHydrate Hand Cream,Feb2004,797
Egypt,France,HydraHydrate Hand Cream,Apr2004,814
Egypt,France,HydraHydrate Hand Cream,Jun2004,706
Egypt,France,HydraHydrate Hand Cream,Aug2004,812
Egypt,France,HydraHydrate Hand Cream,Dec2004,745
Egypt,France,CleanSkin Acne Treatment,Feb2004,1659
Egypt,France,SunShield SPF 50 Lotion,Feb2004,147
Egypt,France,SunShield SPF 50 Lotion,Jun2004,142
Egypt,France,SunShield SPF 50 Lotion,Sep2004,145
Egypt,France,SunShield SPF 50 Lotion,Dec2004,147
Egypt,France,Refreshing Rose Body Oil,Jul2004,708
Egypt,France,Refreshing Rose Body Oil,Aug2004,667
Egypt,France,Refreshing Rose Body Oil,Dec2004,674
Egypt,France,Calming Creme Relaxant Bath,Feb2004,830
Egypt,France,Calming Creme Relaxant Bath,Jul2004,882
Egypt,France,Calming Creme Relaxant Bath,Sep2004,750
Egypt,France,Calming Creme Relaxant Bath,Dec2004,746
Egypt,France,SmoothOperator Shaving Gel,Apr2004,611
Egypt,France,RadiantRose Face Mask,Feb2004,892
Egypt,France,RadiantRose Face Mask,May2004,1026
Egypt,France,SoothingSerenity Hand Sanitizer,Jan2004,1475
Egypt,France,SoothingSerenity Hand Sanitizer,Oct2004,1514
Egypt,France,SoothingSerenity Hand Sanitizer,Dec2004,1604
Egypt,France,GentleGlow Face Cleanser,Nov2004,690
Egypt,France,PurePore Toner,Mar2004,1677
Egypt,France,PurePore Toner,Jun2004,1524
Egypt,France,PurePore Toner,Jul2004,1671
Egypt,France,SilkySkin Moisturizing Cream,Apr2004,608
Egypt,France,MorningMist Deodorant,Sep2004,315
Egypt,France,MorningMist Deodorant,Nov2004,353
Egypt,France,Hydrating Honey Body Lotion,Jul2004,1889
Egypt,France,Hydrating Honey Body Lotion,Aug2004,2091
Egypt,France,Exfoliating Essentials Scrub,Apr2004,1289
Egypt,France,FreshFusion Detergent,Jun2004,544
Egypt,France,CleanSlate Stain Remover,Mar2004,1524
Egypt,France,CleanSlate Stain Remover,Aug2004,1597
Egypt,France,CleanSlate Stain Remover,Dec2004,1615
Egypt,France,SoothingSoft Fabric Softener,Jan2004,755
Egypt,France,SoothingSoft Fabric Softener,Apr2004,715
Egypt,France,SoothingSoft Fabric Softener,Nov2004,687
Egypt,France,BrightBreeze Whitening Booster,Jun2004,527
Egypt,France,SparklingClean All-Purpose Cleaner,Aug2004,307
Egypt,France,SparklingClean All-Purpose Cleaner,Nov2004,257
Egypt,France,FreshFold Fabric Refresher,Jun2004,1197
Egypt,France,FreshFold Fabric Refresher,Sep2004,1128
Egypt,France,RadiantRinse Color Protector,Jun2004,1457
Egypt,France,RadiantRinse Color Protector,Oct2004,1352
Egypt,France,EasyWash Laundry Detergent,Feb2004,1277
Egypt,France,LittleLullaby Diaper Cream,Jun2004,1096
Egypt,France,CalmingClean Bath Time Wash,Jan2004,529
Egypt,France,CalmingClean Bath Time Wash,Apr2004,492
Egypt,France,CalmingClean Bath Time Wash,Jul2004,522
Egypt,France,FreshFusion Diaper Rash Remedy,Feb2004,515
Egypt,France,FreshFusion Diaper Rash Remedy,Nov2004,536
Egypt,France,PurePore Baby Lotion,Feb2004,1037
Egypt,France,PurePore Baby Lotion,Oct2004,1072
Egypt,France,SilkySkin Baby Cream,Mar2004,1582
Egypt,France,SilkySkin Baby Cream,Oct2004,1473
Egypt,France,GentleGlow Baby Sunscreen,Jun2004,1039
Egypt,France,BrightBreeze Insect Repellent,Jan2004,953
Egypt,France,BrightBreeze Insect Repellent,Sep2004,901
Egypt,France,SoftStep Baby Shampoo,Apr2004,1661
Egypt,France,SoftStep Baby Shampoo,May2004,1808
Egypt,France,SoftStep Baby Shampoo,Aug2004,1754
Egypt,France,SoftStep Baby Shampoo,Sep2004,964
Egypt,France,RadiantRose Baby Massage Oil,Jan2004,1531
Egypt,France,RadiantRose Baby Massage Oil,Jul2004,1362
Egypt,France,RadiantRose Baby Massage Oil,Aug2004,1436
Egypt,France,EasyWash Laundry Detergent for Babies,May2004,829
Egypt,France,LittleLullaby Diaper Liners,May2004,1787
Egypt,France,LittleLullaby Diaper Liners,Jul2004,1727
Egypt,France,SoothingSerenity Baby Rub,Nov2004,1338
Egypt,France,SoothingSerenity Baby Rub,Dec2004,1323
Egypt,France,CalmingClean Diaper Rash Cream,Feb2004,1284
Egypt,France,CalmingClean Diaper Rash Cream,Apr2004,1788
Egypt,France,PurePore Baby Skincare Set,Jun2004,551
Egypt,France,PurePore Baby Skincare Set,Nov2004,569
Egypt,France,SilkySkin Baby Moisturizer,Dec2004,487
Egypt,France,GentleGlow Baby Face Wash,Jul2004,1770
Egypt,France,GentleGlow Baby Face Wash,Aug2004,1833
Egypt,France,BrightBreeze Baby Sunscreen Stick,May2004,1301
Egypt,France,LuminousLocks Shampoo,Feb2004,611
Egypt,France,LuminousLocks Shampoo,Oct2004,540
Egypt,France,LuminousLocks Shampoo,Nov2004,615
Egypt,France,SoothingSerenity Scalp Treatment,Mar2004,1082
Egypt,France,PurePore Sanitary Belt,Apr2004,1561
Egypt,France,PurePore Sanitary Belt,Oct2004,1340
Egypt,France,SmellSational Intimate Spray,Apr2004,1274
Egypt,France,SoftStep Shaving Cream for Women,Nov2004,517
Egypt,France,SoothingSerenity Air Freshener,Feb2004,1627
Egypt,France,SoothingSerenity Air Freshener,Jun2004,1689
Egypt,France,SoothingSerenity Air Freshener,Dec2004,1580
Egypt,France,BrightBreeze Window Cleaner,Apr2004,530
Egypt,France,BrightBreeze Window Cleaner,May2004,549
Egypt,France,RadiantRose Glass Cleaner,Apr2004,1882
Egypt,France,RadiantRose Glass Cleaner,May2004,1985
Egypt,France,RadiantRose Glass Cleaner,Nov2004,1971
Egypt,France,EasyWash Laundry Detergent for Delicates,Jan2004,1011
Egypt,France,EasyWash Laundry Detergent for Delicates,Mar2004,1024
Egypt,France,CalmingClean Trash Bags,May2004,732
Egypt,France,PurePaw Dog Shampoo,Mar2004,655
Egypt,France,SoothingPaws Cat Lotion,Sep2004,672
Egypt,France,SoothingPaws Cat Lotion,Nov2004,663
Egypt,France,RadiantRover Pet Conditioner,Apr2004,1724
Egypt,France,RadiantRover Pet Conditioner,Jul2004,1797
Egypt,France,GentleGlow Pet Grooming Kit,Jan2004,1915
Egypt,France,GentleGlow Pet Grooming Kit,Sep2004,1876
Egypt,France,BrightBreeze Pet Odor Eliminator,Sep2004,488
Egypt,France,BrightBreeze Pet Odor Eliminator,Nov2004,388
Egypt,France,EasyWash Pet Laundry Detergent,Apr2004,592
Egypt,France,SmellSational Pet Deodorizer,Jan2004,1104
Egypt,France,SmellSational Pet Deodorizer,Feb2004,1087
Egypt,France,SmellSational Pet Deodorizer,Jun2004,1223
Egypt,France,SmellSational Pet Deodorizer,Oct2004,1193
Egypt,France,CalmingClean Dog Brush,Sep2004,986
Egypt,United Kingdom,MorningMint,May2004,528
Egypt,United Kingdom,MorningMint,Jul2004,512
Egypt,United Kingdom,FreshStart Toothpaste,Mar2004,885
Egypt,United Kingdom,FreshStart Toothpaste,May2004,878
Egypt,United Kingdom,FreshStart Toothpaste,Jul2004,807
Egypt,United Kingdom,FreshStart Toothpaste,Sep2004,855
Egypt,United Kingdom,FreshStart Toothpaste,Nov2004,949
Egypt,United Kingdom,SmileShield Whitening Strips,Jan2004,1506
Egypt,United Kingdom,BriteBite Toothbrush,Sep2004,1918
Egypt,United Kingdom,LuminousLip Care,Jun2004,1990
Egypt,United Kingdom,CleanSlate Mouthwash,Mar2004,1719
Egypt,United Kingdom,CleanSlate Mouthwash,Oct2004,1661
Egypt,United Kingdom,CleanSlate Mouthwash,Dec2004,1739
Egypt,United Kingdom,DentalDefense Toothpaste,Jun2004,785
Egypt,United Kingdom,SparklingSmile Water Flosser,Apr2004,1248
Egypt,United Kingdom,SparklingSmile Water Flosser,May2004,1187
Egypt,United Kingdom,FreshFusion Mouth Rinse,Dec2004,937
Egypt,United Kingdom,DailyDazzle Toothpaste,Jan2004,503
Egypt,United Kingdom,DailyDazzle Toothpaste,Mar2004,455
Egypt,United Kingdom,MorningBreeze Gum Care,Jun2004,599
Egypt,United Kingdom,MorningBreeze Gum Care,Jul2004,647
Egypt,United Kingdom,MorningBreeze Gum Care,Aug2004,681
Egypt,United Kingdom,BreatheEasy Inhalant,Jul2004,1541
Egypt,United Kingdom,BreatheEasy Inhalant,Aug2004,1460
Egypt,United Kingdom,BreatheEasy Inhalant,Oct2004,1697
Egypt,United Kingdom,SmilesSoPure Waterpik,Apr2004,675
Egypt,United Kingdom,SmilesSoPure Waterpik,May2004,606
Egypt,United Kingdom,SmilesSoPure Waterpik,Oct2004,684
Egypt,United Kingdom,FreshFix Mouthwash,May2004,778
Egypt,United Kingdom,FreshFix Mouthwash,Jul2004,767
Egypt,United Kingdom,FreshFix Mouthwash,Sep2004,813
Egypt,United Kingdom,SparklingGlow Toothpaste,Sep2004,1967
Egypt,United Kingdom,Purezza Body Wash,Sep2004,577
Egypt,United Kingdom,SkinSational Moisturizer,May2004,517
Egypt,United Kingdom,SkinSational Moisturizer,Dec2004,515
Egypt,United Kingdom,GentleGlow Face Lotion,Jun2004,706
Egypt,United Kingdom,GentleGlow Face Lotion,Sep2004,584
Egypt,United Kingdom,HydraHydrate Hand Cream,Jan2004,718
Egypt,United Kingdom,HydraHydrate Hand Cream,Apr2004,794
Egypt,United Kingdom,HydraHydrate Hand Cream,Nov2004,787
Egypt,United Kingdom,SilkSmooth Exfoliating Scrub,May2004,641
Egypt,United Kingdom,SilkSmooth Exfoliating Scrub,Jul2004,602
Egypt,United Kingdom,SilkSmooth Exfoliating Scrub,Aug2004,640
Egypt,United Kingdom,SilkSmooth Exfoliating Scrub,Oct2004,612
Egypt,United Kingdom,SunShield SPF 50 Lotion,May2004,686
Egypt,United Kingdom,Brightening Body Wash,Apr2004,907
Egypt,United Kingdom,SmoothOperator Shaving Gel,Dec2004,635
Egypt,United Kingdom,RadiantRose Face Mask,Apr2004,1720
Egypt,United Kingdom,SoothingSerenity Hand Sanitizer,Jan2004,561
Egypt,United Kingdom,SoothingSerenity Hand Sanitizer,Dec2004,564
Egypt,United Kingdom,GentleGlow Face Cleanser,Sep2004,2035
Egypt,United Kingdom,GentleGlow Face Cleanser,Nov2004,1848
Egypt,United Kingdom,PurePore Toner,Feb2004,1549
Egypt,United Kingdom,PurePore Toner,Jun2004,1814
Egypt,United Kingdom,FreshFusion Detergent,Jan2004,1611
Egypt,United Kingdom,FreshFusion Detergent,Apr2004,1577
Egypt,United Kingdom,FreshFusion Detergent,Jul2004,1561
Egypt,United Kingdom,CleanSlate Stain Remover,Aug2004,1887
Egypt,United Kingdom,SoothingSoft Fabric Softener,Apr2004,1151
Egypt,United Kingdom,SoothingSoft Fabric Softener,Jun2004,1130
Egypt,United Kingdom,SoothingSoft Fabric Softener,Oct2004,1084
Egypt,United Kingdom,SoothingSoft Fabric Softener,Nov2004,1118
Egypt,United Kingdom,FreshFold Fabric Refresher,Oct2004,831
Egypt,United Kingdom,RadiantRinse Color Protector,Jan2004,1255
Egypt,United Kingdom,EasyWash Laundry Detergent,Dec2004,1030
Egypt,United Kingdom,SmellSational Odor Eliminator,Jun2004,423
Egypt,United Kingdom,SmellSational Odor Eliminator,Jul2004,871
Egypt,United Kingdom,SmellSational Odor Eliminator,Oct2004,880
Egypt,United Kingdom,SmellSational Odor Eliminator,Dec2004,824
Egypt,United Kingdom,LittleLullaby Diaper Cream,Jul2004,365
Egypt,United Kingdom,LittleLullaby Diaper Cream,Sep2004,432
Egypt,United Kingdom,SoothingSerenity Baby Oil,Jun2004,238
Egypt,United Kingdom,SoothingSerenity Baby Oil,Oct2004,223
Egypt,United Kingdom,CalmingClean Bath Time Wash,Jun2004,1033
Egypt,United Kingdom,CalmingClean Bath Time Wash,Dec2004,1020
Egypt,United Kingdom,FreshFusion Diaper Rash Remedy,Apr2004,1940
Egypt,United Kingdom,FreshFusion Diaper Rash Remedy,May2004,1778
Egypt,United Kingdom,SilkySkin Baby Cream,Jul2004,1030
Egypt,United Kingdom,SilkySkin Baby Cream,Aug2004,1092
Egypt,United Kingdom,SilkySkin Baby Cream,Oct2004,1144
Egypt,United Kingdom,GentleGlow Baby Sunscreen,Mar2004,653
Egypt,United Kingdom,GentleGlow Baby Sunscreen,May2004,675
Egypt,United Kingdom,GentleGlow Baby Sunscreen,Sep2004,677
Egypt,United Kingdom,SoftStep Baby Shampoo,Jan2004,499
Egypt,United Kingdom,SoftStep Baby Shampoo,Jun2004,596
Egypt,United Kingdom,RadiantRose Baby Massage Oil,Jan2004,1834
Egypt,United Kingdom,RadiantRose Baby Massage Oil,Aug2004,1763
Egypt,United Kingdom,EasyWash Laundry Detergent for Babies,Jan2004,844
Egypt,United Kingdom,EasyWash Laundry Detergent for Babies,Sep2004,869
Egypt,United Kingdom,LittleLullaby Diaper Liners,Jan2004,663
Egypt,United Kingdom,LittleLullaby Diaper Liners,Dec2004,692
Egypt,United Kingdom,SoothingSerenity Baby Rub,Jul2004,1066
Egypt,United Kingdom,FreshFusion Baby Wipes,Jun2004,869
Egypt,United Kingdom,FreshFusion Baby Wipes,Sep2004,847
Egypt,United Kingdom,PurePore Baby Skincare Set,Oct2004,1462
Egypt,United Kingdom,SilkySkin Baby Moisturizer,Aug2004,770
Egypt,United Kingdom,GentleGlow Baby Face Wash,Apr2004,791
Egypt,United Kingdom,GentleGlow Baby Face Wash,Dec2004,785
Egypt,United Kingdom,BrightBreeze Baby Sunscreen Stick,Sep2004,1435
Egypt,United Kingdom,SmellSational Baby Room Spray,Feb2004,833
Egypt,United Kingdom,CleanSlate Feminine Deodorant,Jan2004,1940
Egypt,United Kingdom,BrightBreeze Period Pain Relief,Apr2004,1376
Egypt,United Kingdom,CleanSlate Disinfectant Spray,May2004,724
Egypt,United Kingdom,SoothingSerenity Air Freshener,Mar2004,1312
Egypt,United Kingdom,SoothingSerenity Air Freshener,Dec2004,1336
Egypt,United Kingdom,BrightBreeze Window Cleaner,Jan2004,521
Egypt,United Kingdom,BrightBreeze Window Cleaner,May2004,643
Egypt,United Kingdom,BrightBreeze Window Cleaner,Jul2004,495
Egypt,United Kingdom,BrightBreeze Window Cleaner,Nov2004,507
Egypt,United Kingdom,GentleGlow Dish Soap,Dec2004,1434
Egypt,United Kingdom,EasyWash Laundry Detergent for Delicates,Jan2004,1535
Egypt,United Kingdom,EasyWash Laundry Detergent for Delicates,Nov2004,1495
Egypt,United Kingdom,RadiantRover Pet Conditioner,Apr2004,638
Egypt,United Kingdom,RadiantRover Pet Conditioner,May2004,1821
Egypt,United Kingdom,FreshFusion Flea and Tick Spray,Feb2004,587
Egypt,United Kingdom,FreshFusion Flea and Tick Spray,Oct2004,629
Egypt,United Kingdom,GentleGlow Pet Grooming Kit,Jan2004,574
Egypt,United Kingdom,EasyWash Pet Laundry Detergent,Apr2004,997
Egypt,United Kingdom,EasyWash Pet Laundry Detergent,May2004,1067
Egypt,United Kingdom,SmellSational Pet Deodorizer,Feb2004,1043
Egypt,United Kingdom,SmellSational Pet Deodorizer,Nov2004,1008
India,Japan,FreshStart Toothpaste,Apr2004,1649
India,Japan,FreshStart Toothpaste,Jul2004,1484
India,Japan,FreshStart Toothpaste,Sep2004,1624
India,Japan,SmileShield Whitening Strips,Nov2004,619
India,Japan,LuminousLip Care,Jun2004,1460
India,Japan,CleanSlate Mouthwash,Jun2004,557
India,Japan,CleanSlate Mouthwash,Nov2004,538
India,Japan,OralEase Gel,Nov2004,1476
India,Japan,BreathBliss Mints,Jan2004,1940
India,Japan,BreathBliss Mints,Feb2004,1925
India,Japan,BreathBliss Mints,Jul2004,2105
India,Japan,DentalDefense Toothpaste,Apr2004,1930
India,Japan,FreshFusion Mouth Rinse,May2004,809
India,Japan,DailyDazzle Toothpaste,Jan2004,1724
India,Japan,OralEase Plus Toothbrush,Nov2004,262
India,Japan,BreatheEasy Inhalant,Jun2004,1166
India,Japan,SmilesSoPure Waterpik,Feb2004,664
India,Japan,CleanSmile Floss Picks,Apr2004,1168
India,Japan,CleanSmile Floss Picks,Oct2004,1072
India,Japan,FreshFix Mouthwash,Apr2004,1425
India,Japan,SkinSational Moisturizer,Jul2004,1088
India,Japan,SkinSational Moisturizer,Aug2004,1053
India,Japan,SoftStep Shaving Cream,May2004,956
India,Japan,SilkSmooth Exfoliating Scrub,Feb2004,1514
India,Japan,CleanSkin Acne Treatment,Mar2004,1379
India,Japan,CleanSkin Acne Treatment,Nov2004,1391
India,Japan,SunShield SPF 50 Lotion,Jan2004,1830
India,Japan,Refreshing Rose Body Oil,Mar2004,1226
India,Japan,Brightening Body Wash,Feb2004,1523
India,Japan,SmoothOperator Shaving Gel,Aug2004,1061
India,Japan,RadiantRose Face Mask,Mar2004,621
India,Japan,SoothingSerenity Hand Sanitizer,May2004,1313
India,Japan,GentleGlow Face Cleanser,Aug2004,1266
India,Japan,PurePore Toner,Feb2004,707
India,Japan,PurePore Toner,Aug2004,636
India,Japan,PurePore Toner,Nov2004,662
India,Japan,SilkySkin Moisturizing Cream,Mar2004,554
India,Japan,SilkySkin Moisturizing Cream,Nov2004,530
India,Japan,MorningMist Deodorant,Feb2004,1326
India,Japan,SoothingSoft Fabric Softener,Jan2004,867
India,Japan,BrightBreeze Whitening Booster,Jun2004,1709
India,Japan,DelicateDew Sensitive Wash,Feb2004,1261
India,Japan,DelicateDew Sensitive Wash,Jun2004,1347
India,Japan,RadiantRinse Color Protector,Feb2004,1054
India,Japan,RadiantRinse Color Protector,Sep2004,1197
India,Japan,RadiantRinse Color Protector,Nov2004,1124
India,Japan,RadiantRinse Color Protector,Dec2004,1103
India,Japan,EasyWash Laundry Detergent,Jun2004,491
India,Japan,SmellSational Odor Eliminator,Apr2004,1367
India,Japan,SmellSational Odor Eliminator,May2004,1464
India,Japan,SmellSational Odor Eliminator,Aug2004,1273
India,Japan,SoothingSerenity Baby Oil,Apr2004,1174
India,Japan,CalmingClean Bath Time Wash,Mar2004,626
India,Japan,CalmingClean Bath Time Wash,Nov2004,703
India,Japan,BrightBreeze Insect Repellent,Oct2004,609
India,Japan,SoftStep Baby Shampoo,Dec2004,812
India,Japan,RadiantRose Baby Massage Oil,Oct2004,1076
India,Japan,EasyWash Laundry Detergent for Babies,Mar2004,759
India,Japan,LittleLullaby Diaper Liners,Mar2004,526
India,Japan,FreshFusion Baby Wipes,Feb2004,649
