Origin,Destination,Product,Month,Quantity
Brazil,Japan,Purezza Body Wash,Nov2004,683
Brazil,Japan,Purezza Body Wash,Dec2004,728
Brazil,Japan,SoftStep Baby Shampoo,Jan2004,785
Brazil,Japan,SoftStep Baby Shampoo,Feb2004,828
Brazil,Japan,SoftStep Baby Shampoo,Mar2004,769
Brazil,Japan,SoftStep Baby Shampoo,Apr2004,772
Brazil,Japan,SoftStep Baby Shampoo,May2004,755
Brazil,Japan,SoftStep Baby Shampoo,Jun2004,822
Brazil,Japan,SoftStep Baby Shampoo,Jul2004,739
Brazil,Japan,SoftStep Baby Shampoo,Aug2004,756
Brazil,Japan,SoftStep Baby Shampoo,Sep2004,806
Brazil,Japan,SoftStep Baby Shampoo,Oct2004,779
Brazil,Japan,SoftStep Baby Shampoo,Nov2004,752
Brazil,Japan,SoftStep Baby Shampoo,Dec2004,812
Brazil,Japan,EasyWash Laundry Detergent for Babies,Jan2004,791
Brazil,Japan,EasyWash Laundry Detergent for Babies,Feb2004,750
Brazil,Japan,EasyWash Laundry Detergent for Babies,Mar2004,759
Brazil,Japan,EasyWash Laundry Detergent for Babies,Apr2004,744
Brazil,Japan,EasyWash Laundry Detergent for Babies,May2004,715
Brazil,Japan,EasyWash Laundry Detergent for Babies,Jun2004,806
Brazil,Japan,EasyWash Laundry Detergent for Babies,Jul2004,884
Brazil,Japan,EasyWash Laundry Detergent for Babies,Aug2004,764
Brazil,Japan,EasyWash Laundry Detergent for Babies,Sep2004,823
Brazil,Japan,EasyWash Laundry Detergent for Babies,Oct2004,780
Brazil,Japan,EasyWash Laundry Detergent for Babies,Nov2004,782
Brazil,Japan,EasyWash Laundry Detergent for Babies,Dec2004,815
Brazil,Japan,LittleLullaby Diaper Liners,Jan2004,525
Brazil,Japan,LittleLullaby Diaper Liners,Feb2004,574
Brazil,Japan,LittleLullaby Diaper Liners,Mar2004,526
Brazil,Japan,LittleLullaby Diaper Liners,Apr2004,535
Brazil,Japan,LittleLullaby Diaper Liners,May2004,516
Brazil,Japan,LittleLullaby Diaper Liners,Jun2004,490
Brazil,Japan,LittleLullaby Diaper Liners,Jul2004,501
Brazil,Japan,LittleLullaby Diaper Liners,Aug2004,544
Brazil,Japan,LittleLullaby Diaper Liners,Sep2004,539
Brazil,Japan,LittleLullaby Diaper Liners,Oct2004,509
Brazil,Japan,LittleLullaby Diaper Liners,Nov2004,535
Brazil,Japan,LittleLullaby Diaper Liners,Dec2004,528
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,Jan2004,1263
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,Feb2004,1233
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,Mar2004,1263
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,Apr2004,1174
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,May2004,1206
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,Jun2004,1348
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,Jul2004,1293
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,Aug2004,1221
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,Sep2004,1338
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,Oct2004,1221
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,Nov2004,1237
Brazil,Japan,BrightBreeze Baby Sunscreen Stick,Dec2004,1250
Brazil,Japan,RadiantRose Glass Cleaner,Jan2004,703
Brazil,Japan,RadiantRose Glass Cleaner,Feb2004,776
Brazil,Japan,RadiantRose Glass Cleaner,Mar2004,760
Brazil,Japan,RadiantRose Glass Cleaner,Apr2004,775
Brazil,Japan,RadiantRose Glass Cleaner,May2004,709
Brazil,Japan,RadiantRose Glass Cleaner,Jun2004,760
Brazil,Japan,RadiantRose Glass Cleaner,Jul2004,706
Brazil,Japan,RadiantRose Glass Cleaner,Aug2004,763
Brazil,Japan,RadiantRose Glass Cleaner,Sep2004,703
Brazil,Japan,RadiantRose Glass Cleaner,Oct2004,715
Brazil,Japan,RadiantRose Glass Cleaner,Nov2004,719
Brazil,Japan,RadiantRose Glass Cleaner,Dec2004,745
Brazil,Japan,SoothingPaws Cat Lotion,Jan2004,1495
Brazil,Japan,SoothingPaws Cat Lotion,Feb2004,1312
Brazil,Japan,SoothingPaws Cat Lotion,Mar2004,1351
Brazil,Japan,SoothingPaws Cat Lotion,Apr2004,1209
Brazil,Japan,SoothingPaws Cat Lotion,May2004,1412
Brazil,Japan,SoothingPaws Cat Lotion,Jun2004,1534
Brazil,Japan,SoothingPaws Cat Lotion,Jul2004,1276
Brazil,Japan,SoothingPaws Cat Lotion,Aug2004,1426
Brazil,Japan,SoothingPaws Cat Lotion,Sep2004,1441
Brazil,Japan,SoothingPaws Cat Lotion,Oct2004,1291
Brazil,Japan,SoothingPaws Cat Lotion,Nov2004,1338
Brazil,Japan,SoothingPaws Cat Lotion,Dec2004,1278
Brazil,Russia,FreshFusion Detergent,Jan2004,1074
Brazil,Russia,FreshFusion Detergent,Feb2004,1144
Brazil,Russia,FreshFusion Detergent,Mar2004,1130
Brazil,Russia,FreshFusion Detergent,Apr2004,967
Brazil,Russia,FreshFusion Detergent,May2004,1121
Brazil,Russia,FreshFusion Detergent,Jun2004,1127
Brazil,Russia,FreshFusion Detergent,Jul2004,1137
Brazil,Russia,FreshFusion Detergent,Aug2004,1094
Brazil,Russia,FreshFusion Detergent,Sep2004,1129
Brazil,Russia,FreshFusion Detergent,Oct2004,948
Brazil,Russia,FreshFusion Detergent,Nov2004,951
Brazil,Russia,FreshFusion Detergent,Dec2004,1123
Brazil,United Kingdom,BriteBite Toothbrush,Jan2004,1714
Brazil,United Kingdom,BriteBite Toothbrush,Feb2004,1781
Brazil,United Kingdom,BriteBite Toothbrush,Mar2004,1702
Brazil,United Kingdom,BriteBite Toothbrush,Apr2004,1628
Brazil,United Kingdom,BriteBite Toothbrush,May2004,1670
Brazil,United Kingdom,BriteBite Toothbrush,Jun2004,1816
Brazil,United Kingdom,BriteBite Toothbrush,Jul2004,1631
Brazil,United Kingdom,BriteBite Toothbrush,Aug2004,1739
Brazil,United Kingdom,BriteBite Toothbrush,Sep2004,1918
Brazil,United Kingdom,BriteBite Toothbrush,Oct2004,1866
Brazil,United Kingdom,BriteBite Toothbrush,Nov2004,1769
Brazil,United Kingdom,BriteBite Toothbrush,Dec2004,1713
Brazil,United Kingdom,LuminousLip Care,Jan2004,1824
Brazil,United Kingdom,LuminousLip Care,Feb2004,1890
Brazil,United Kingdom,LuminousLip Care,Mar2004,2079
Brazil,United Kingdom,LuminousLip Care,Apr2004,2115
Brazil,United Kingdom,LuminousLip Care,May2004,1918
Brazil,United Kingdom,LuminousLip Care,Jun2004,1990
Brazil,United Kingdom,LuminousLip Care,Jul2004,2019
Brazil,United Kingdom,LuminousLip Care,Aug2004,1969
Brazil,United Kingdom,LuminousLip Care,Sep2004,2213
Brazil,United Kingdom,LuminousLip Care,Oct2004,2029
Brazil,United Kingdom,LuminousLip Care,Nov2004,1968
Brazil,United Kingdom,LuminousLip Care,Dec2004,2134
Brazil,United Kingdom,OralEase Gel,Jan2004,1845
Brazil,United Kingdom,OralEase Gel,Feb2004,1863
Brazil,United Kingdom,OralEase Gel,Mar2004,2062
Brazil,United Kingdom,OralEase Gel,Apr2004,1900
Brazil,United Kingdom,OralEase Gel,May2004,2085
Brazil,United Kingdom,OralEase Gel,Jun2004,1894
Brazil,United Kingdom,OralEase Gel,Jul2004,2161
Brazil,United Kingdom,OralEase Gel,Aug2004,1850
Brazil,United Kingdom,OralEase Gel,Sep2004,2017
Brazil,United Kingdom,OralEase Gel,Oct2004,2088
Brazil,United Kingdom,OralEase Gel,Nov2004,1948
Brazil,United Kingdom,OralEase Gel,Dec2004,1853
Brazil,United Kingdom,FreshFusion Mouth Rinse,Jan2004,821
Brazil,United Kingdom,FreshFusion Mouth Rinse,Feb2004,920
Brazil,United Kingdom,FreshFusion Mouth Rinse,Mar2004,875
Brazil,United Kingdom,FreshFusion Mouth Rinse,Apr2004,1024
Brazil,United Kingdom,FreshFusion Mouth Rinse,May2004,930
Brazil,United Kingdom,FreshFusion Mouth Rinse,Jun2004,1009
Brazil,United Kingdom,FreshFusion Mouth Rinse,Jul2004,840
Brazil,United Kingdom,FreshFusion Mouth Rinse,Aug2004,825
Brazil,United Kingdom,FreshFusion Mouth Rinse,Sep2004,960
Brazil,United Kingdom,FreshFusion Mouth Rinse,Oct2004,798
Brazil,United Kingdom,FreshFusion Mouth Rinse,Nov2004,873
Brazil,United Kingdom,FreshFusion Mouth Rinse,Dec2004,937
Brazil,United Kingdom,MorningBreeze Gum Care,Jan2004,680
Brazil,United Kingdom,MorningBreeze Gum Care,Feb2004,720
Brazil,United Kingdom,MorningBreeze Gum Care,Mar2004,707
Brazil,United Kingdom,MorningBreeze Gum Care,Apr2004,629
Brazil,United Kingdom,MorningBreeze Gum Care,May2004,670
Brazil,United Kingdom,MorningBreeze Gum Care,Jun2004,599
Brazil,United Kingdom,MorningBreeze Gum Care,Jul2004,647
Brazil,United Kingdom,MorningBreeze Gum Care,Aug2004,681
Brazil,United Kingdom,MorningBreeze Gum Care,Sep2004,698
Brazil,United Kingdom,MorningBreeze Gum Care,Oct2004,628
Brazil,United Kingdom,MorningBreeze Gum Care,Nov2004,675
Brazil,United Kingdom,MorningBreeze Gum Care,Dec2004,669
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,Jan2004,591
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,Feb2004,609
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,Mar2004,662
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,Apr2004,640
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,May2004,641
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,Jun2004,638
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,Jul2004,602
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,Aug2004,640
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,Sep2004,632
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,Oct2004,612
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,Nov2004,623
Brazil,United Kingdom,SilkSmooth Exfoliating Scrub,Dec2004,608
Brazil,United Kingdom,MorningMist Deodorant,Jan2004,1362
Brazil,United Kingdom,MorningMist Deodorant,Feb2004,1406
Brazil,United Kingdom,MorningMist Deodorant,Mar2004,1462
Brazil,United Kingdom,MorningMist Deodorant,Apr2004,1381
Brazil,United Kingdom,MorningMist Deodorant,May2004,1502
Brazil,United Kingdom,MorningMist Deodorant,Jun2004,1354
Brazil,United Kingdom,MorningMist Deodorant,Jul2004,1314
Brazil,United Kingdom,MorningMist Deodorant,Aug2004,1438
Brazil,United Kingdom,MorningMist Deodorant,Sep2004,1467
Brazil,United Kingdom,MorningMist Deodorant,Oct2004,1514
Brazil,United Kingdom,MorningMist Deodorant,Nov2004,1383
Brazil,United Kingdom,MorningMist Deodorant,Dec2004,1347
Brazil,United Kingdom,Exfoliating Essentials Scrub,Jan2004,708
Brazil,United Kingdom,Exfoliating Essentials Scrub,Feb2004,677
Brazil,United Kingdom,Exfoliating Essentials Scrub,Mar2004,614
Brazil,United Kingdom,Exfoliating Essentials Scrub,Apr2004,709
Brazil,United Kingdom,Exfoliating Essentials Scrub,May2004,661
Brazil,United Kingdom,Exfoliating Essentials Scrub,Jun2004,715
Brazil,United Kingdom,Exfoliating Essentials Scrub,Jul2004,684
Brazil,United Kingdom,Exfoliating Essentials Scrub,Aug2004,651
Brazil,United Kingdom,Exfoliating Essentials Scrub,Sep2004,667
Brazil,United Kingdom,Exfoliating Essentials Scrub,Oct2004,638
Brazil,United Kingdom,Exfoliating Essentials Scrub,Nov2004,745
Brazil,United Kingdom,Exfoliating Essentials Scrub,Dec2004,681
Brazil,United Kingdom,FreshFusion Detergent,Jan2004,1611
Brazil,United Kingdom,FreshFusion Detergent,Feb2004,1628
Brazil,United Kingdom,FreshFusion Detergent,Mar2004,1665
Brazil,United Kingdom,FreshFusion Detergent,Apr2004,1577
Brazil,United Kingdom,FreshFusion Detergent,May2004,1676
Brazil,United Kingdom,FreshFusion Detergent,Jun2004,1561
Brazil,United Kingdom,FreshFusion Detergent,Jul2004,1561
Brazil,United Kingdom,FreshFusion Detergent,Aug2004,1543
Brazil,United Kingdom,FreshFusion Detergent,Sep2004,1601
Brazil,United Kingdom,FreshFusion Detergent,Oct2004,1644
Brazil,United Kingdom,FreshFusion Detergent,Nov2004,1557
Brazil,United Kingdom,FreshFusion Detergent,Dec2004,1573
Brazil,United Kingdom,FreshFusion Diaper Rash Remedy,Aug2004,866
Brazil,United Kingdom,SoftStep Baby Shampoo,Jan2004,499
Brazil,United Kingdom,SoftStep Baby Shampoo,Feb2004,579
Brazil,United Kingdom,SoftStep Baby Shampoo,Mar2004,561
Brazil,United Kingdom,SoftStep Baby Shampoo,Apr2004,580
Brazil,United Kingdom,SoftStep Baby Shampoo,May2004,567
Brazil,United Kingdom,SoftStep Baby Shampoo,Jun2004,596
Brazil,United Kingdom,SoftStep Baby Shampoo,Jul2004,548
Brazil,United Kingdom,SoftStep Baby Shampoo,Aug2004,567
Brazil,United Kingdom,SoftStep Baby Shampoo,Sep2004,567
Brazil,United Kingdom,SoftStep Baby Shampoo,Oct2004,557
Brazil,United Kingdom,SoftStep Baby Shampoo,Nov2004,522
Brazil,United Kingdom,SoftStep Baby Shampoo,Dec2004,535
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Jan2004,844
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Feb2004,882
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Mar2004,924
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Apr2004,954
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,May2004,904
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Jun2004,946
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Jul2004,913
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Aug2004,897
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Sep2004,869
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Oct2004,950
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Nov2004,874
Brazil,United Kingdom,EasyWash Laundry Detergent for Babies,Dec2004,807
Brazil,United Kingdom,LittleLullaby Diaper Liners,Jan2004,663
Brazil,United Kingdom,LittleLullaby Diaper Liners,Feb2004,667
Brazil,United Kingdom,LittleLullaby Diaper Liners,Mar2004,732
Brazil,United Kingdom,LittleLullaby Diaper Liners,Apr2004,689
Brazil,United Kingdom,LittleLullaby Diaper Liners,May2004,718
Brazil,United Kingdom,LittleLullaby Diaper Liners,Jun2004,716
Brazil,United Kingdom,LittleLullaby Diaper Liners,Jul2004,701
Brazil,United Kingdom,LittleLullaby Diaper Liners,Aug2004,687
Brazil,United Kingdom,LittleLullaby Diaper Liners,Sep2004,743
Brazil,United Kingdom,LittleLullaby Diaper Liners,Oct2004,721
Brazil,United Kingdom,LittleLullaby Diaper Liners,Nov2004,723
Brazil,United Kingdom,LittleLullaby Diaper Liners,Dec2004,692
Brazil,United Kingdom,SilkSmooth Conditioner,Jan2004,873
Brazil,United Kingdom,SilkSmooth Conditioner,Feb2004,848
Brazil,United Kingdom,SilkSmooth Conditioner,Mar2004,913
Brazil,United Kingdom,SilkSmooth Conditioner,Apr2004,921
Brazil,United Kingdom,SilkSmooth Conditioner,May2004,821
Brazil,United Kingdom,SilkSmooth Conditioner,Jun2004,879
Brazil,United Kingdom,SilkSmooth Conditioner,Jul2004,791
Brazil,United Kingdom,SilkSmooth Conditioner,Aug2004,843
Brazil,United Kingdom,SilkSmooth Conditioner,Sep2004,828
Brazil,United Kingdom,SilkSmooth Conditioner,Oct2004,899
Brazil,United Kingdom,SilkSmooth Conditioner,Nov2004,871
Brazil,United Kingdom,SilkSmooth Conditioner,Dec2004,898
Brazil,United Kingdom,SoftStep Shaving Cream for Women,Jan2004,1793
Brazil,United Kingdom,SoftStep Shaving Cream for Women,Feb2004,1797
Brazil,United Kingdom,SoftStep Shaving Cream for Women,Mar2004,1712
Brazil,United Kingdom,SoftStep Shaving Cream for Women,Apr2004,1819
Brazil,United Kingdom,SoftStep Shaving Cream for Women,May2004,1748
Brazil,United Kingdom,SoftStep Shaving Cream for Women,Jun2004,1868
Brazil,United Kingdom,SoftStep Shaving Cream for Women,Jul2004,1761
Brazil,United Kingdom,SoftStep Shaving Cream for Women,Aug2004,1693
Brazil,United Kingdom,SoftStep Shaving Cream for Women,Sep2004,1629
Brazil,United Kingdom,SoftStep Shaving Cream for Women,Oct2004,1671
Brazil,United Kingdom,SoftStep Shaving Cream for Women,Nov2004,1920
Brazil,United Kingdom,SoftStep Shaving Cream for Women,Dec2004,1884
Brazil,United Kingdom,PurePaw Dog Shampoo,Jan2004,1675
Brazil,United Kingdom,PurePaw Dog Shampoo,Feb2004,1722
Brazil,United Kingdom,PurePaw Dog Shampoo,Mar2004,1667
Brazil,United Kingdom,PurePaw Dog Shampoo,Apr2004,1769
Brazil,United Kingdom,PurePaw Dog Shampoo,May2004,1781
Brazil,United Kingdom,PurePaw Dog Shampoo,Jun2004,1820
Brazil,United Kingdom,PurePaw Dog Shampoo,Jul2004,1747
Brazil,United Kingdom,PurePaw Dog Shampoo,Aug2004,1706
Brazil,United Kingdom,PurePaw Dog Shampoo,Sep2004,1813
Brazil,United Kingdom,PurePaw Dog Shampoo,Oct2004,1656
Brazil,United Kingdom,PurePaw Dog Shampoo,Nov2004,1652
Brazil,United Kingdom,PurePaw Dog Shampoo,Dec2004,1669
Brazil,United Kingdom,SoothingPaws Cat Lotion,Jan2004,670
Brazil,United Kingdom,SoothingPaws Cat Lotion,Feb2004,607
Brazil,United Kingdom,SoothingPaws Cat Lotion,Mar2004,626
Brazil,United Kingdom,SoothingPaws Cat Lotion,Apr2004,640
Brazil,United Kingdom,SoothingPaws Cat Lotion,May2004,703
Brazil,United Kingdom,SoothingPaws Cat Lotion,Jun2004,639
Brazil,United Kingdom,SoothingPaws Cat Lotion,Jul2004,657
Brazil,United Kingdom,SoothingPaws Cat Lotion,Aug2004,637
Brazil,United Kingdom,SoothingPaws Cat Lotion,Sep2004,626
Brazil,United Kingdom,SoothingPaws Cat Lotion,Oct2004,617
Brazil,United Kingdom,SoothingPaws Cat Lotion,Nov2004,635
Brazil,United Kingdom,SoothingPaws Cat Lotion,Dec2004,619
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,Jan2004,574
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,Feb2004,527
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,Mar2004,524
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,Apr2004,584
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,May2004,541
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,Jun2004,527
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,Jul2004,568
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,Aug2004,485
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,Sep2004,562
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,Oct2004,595
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,Nov2004,559
Brazil,United Kingdom,GentleGlow Pet Grooming Kit,Dec2004,512
Egypt,Australia,DailyDazzle Toothpaste,Jan2004,645
Egypt,Australia,DailyDazzle Toothpaste,Feb2004,700
Egypt,Australia,DailyDazzle Toothpaste,Mar2004,656
Egypt,Australia,DailyDazzle Toothpaste,Apr2004,713
Egypt,Australia,DailyDazzle Toothpaste,May2004,733
Egypt,Australia,DailyDazzle Toothpaste,Jun2004,710
Egypt,Australia,DailyDazzle Toothpaste,Jul2004,714
Egypt,Australia,DailyDazzle Toothpaste,Aug2004,706
Egypt,Australia,DailyDazzle Toothpaste,Sep2004,705
Egypt,Australia,DailyDazzle Toothpaste,Oct2004,704
Egypt,Australia,DailyDazzle Toothpaste,Nov2004,736
Egypt,Australia,DailyDazzle Toothpaste,Dec2004,685
Egypt,Australia,CleanSlate Stain Remover,Jan2004,958
Egypt,Australia,CleanSlate Stain Remover,Feb2004,904
Egypt,Australia,CleanSlate Stain Remover,Mar2004,975
Egypt,Australia,CleanSlate Stain Remover,Apr2004,1038
Egypt,Australia,CleanSlate Stain Remover,May2004,913
Egypt,Australia,CleanSlate Stain Remover,Jun2004,932
Egypt,Australia,CleanSlate Stain Remover,Jul2004,1025
Egypt,Australia,CleanSlate Stain Remover,Aug2004,998
Egypt,Australia,CleanSlate Stain Remover,Sep2004,894
Egypt,Australia,CleanSlate Stain Remover,Oct2004,937
Egypt,Australia,CleanSlate Stain Remover,Nov2004,927
Egypt,Australia,CleanSlate Stain Remover,Dec2004,916
Egypt,Australia,CalmingClean Diaper Rash Cream,Jan2004,548
Egypt,Australia,CalmingClean Diaper Rash Cream,Feb2004,585
Egypt,Australia,CalmingClean Diaper Rash Cream,Mar2004,548
Egypt,Australia,CalmingClean Diaper Rash Cream,Apr2004,541
Egypt,Australia,CalmingClean Diaper Rash Cream,May2004,499
Egypt,Australia,CalmingClean Diaper Rash Cream,Jun2004,520
Egypt,Australia,CalmingClean Diaper Rash Cream,Jul2004,482
Egypt,Australia,CalmingClean Diaper Rash Cream,Aug2004,457
Egypt,Australia,CalmingClean Diaper Rash Cream,Sep2004,482
Egypt,Australia,CalmingClean Diaper Rash Cream,Oct2004,511
Egypt,Australia,CalmingClean Diaper Rash Cream,Nov2004,477
Egypt,Australia,CalmingClean Diaper Rash Cream,Dec2004,483
Egypt,Australia,SilkySkin Baby Moisturizer,Jan2004,1468
Egypt,Australia,SilkySkin Baby Moisturizer,Feb2004,1456
Egypt,Australia,SilkySkin Baby Moisturizer,Mar2004,1541
Egypt,Australia,SilkySkin Baby Moisturizer,Apr2004,1371
Egypt,Australia,SilkySkin Baby Moisturizer,May2004,1396
Egypt,Australia,SilkySkin Baby Moisturizer,Jun2004,1427
Egypt,Australia,SilkySkin Baby Moisturizer,Jul2004,1351
Egypt,Australia,SilkySkin Baby Moisturizer,Aug2004,1457
Egypt,Australia,SilkySkin Baby Moisturizer,Sep2004,1431
Egypt,Australia,SilkySkin Baby Moisturizer,Oct2004,1346
Egypt,Australia,SilkySkin Baby Moisturizer,Nov2004,1353
Egypt,Australia,SilkySkin Baby Moisturizer,Dec2004,1437
Egypt,Australia,GentleGlow Baby Face Wash,Jan2004,1629
Egypt,Australia,GentleGlow Baby Face Wash,Feb2004,1383
Egypt,Australia,GentleGlow Baby Face Wash,Mar2004,1640
Egypt,Australia,GentleGlow Baby Face Wash,Apr2004,1573
Egypt,Australia,GentleGlow Baby Face Wash,May2004,1541
Egypt,Australia,GentleGlow Baby Face Wash,Jun2004,1536
Egypt,Australia,GentleGlow Baby Face Wash,Jul2004,1510
Egypt,Australia,GentleGlow Baby Face Wash,Aug2004,1368
Egypt,Australia,GentleGlow Baby Face Wash,Sep2004,1586
Egypt,Australia,GentleGlow Baby Face Wash,Oct2004,1433
Egypt,Australia,GentleGlow Baby Face Wash,Nov2004,1455
Egypt,Australia,GentleGlow Baby Face Wash,Dec2004,1573
Egypt,Australia,SoothingSerenity Air Freshener,Jan2004,1402
Egypt,Australia,SoothingSerenity Air Freshener,Feb2004,1332
Egypt,Australia,SoothingSerenity Air Freshener,Mar2004,1378
Egypt,Australia,SoothingSerenity Air Freshener,Apr2004,1411
Egypt,Australia,SoothingSerenity Air Freshener,May2004,1342
Egypt,Australia,SoothingSerenity Air Freshener,Jun2004,1489
Egypt,Australia,SoothingSerenity Air Freshener,Jul2004,1318
Egypt,Australia,SoothingSerenity Air Freshener,Aug2004,1403
Egypt,Australia,SoothingSerenity Air Freshener,Sep2004,1461
Egypt,Australia,SoothingSerenity Air Freshener,Oct2004,1498
Egypt,Australia,SoothingSerenity Air Freshener,Nov2004,1602
Egypt,Australia,SoothingSerenity Air Freshener,Dec2004,1473
Egypt,Australia,HydratingHoney Pet Wipes,Jan2004,863
Egypt,Australia,HydratingHoney Pet Wipes,Feb2004,852
Egypt,Australia,HydratingHoney Pet Wipes,Mar2004,828
Egypt,Australia,HydratingHoney Pet Wipes,Apr2004,943
Egypt,Australia,HydratingHoney Pet Wipes,May2004,873
Egypt,Australia,HydratingHoney Pet Wipes,Jun2004,924
Egypt,Australia,HydratingHoney Pet Wipes,Jul2004,840
Egypt,Australia,HydratingHoney Pet Wipes,Aug2004,925
Egypt,Australia,HydratingHoney Pet Wipes,Sep2004,782
Egypt,Australia,HydratingHoney Pet Wipes,Oct2004,820
Egypt,Australia,HydratingHoney Pet Wipes,Nov2004,811
Egypt,Australia,HydratingHoney Pet Wipes,Dec2004,871
Egypt,Brazil,MorningMint,Jan2004,939
Egypt,Brazil,MorningMint,Feb2004,959
Egypt,Brazil,MorningMint,Mar2004,907
Egypt,Brazil,MorningMint,Apr2004,966
Egypt,Brazil,MorningMint,May2004,757
Egypt,Brazil,MorningMint,Jun2004,832
Egypt,Brazil,MorningMint,Jul2004,1009
Egypt,Brazil,MorningMint,Aug2004,878
Egypt,Brazil,MorningMint,Sep2004,999
Egypt,Brazil,MorningMint,Oct2004,927
Egypt,Brazil,MorningMint,Nov2004,905
Egypt,Brazil,MorningMint,Dec2004,949
Egypt,Brazil,SparklingSmile Water Flosser,Jan2004,1470
Egypt,Brazil,SparklingSmile Water Flosser,Feb2004,1614
Egypt,Brazil,SparklingSmile Water Flosser,Mar2004,1583
Egypt,Brazil,SparklingSmile Water Flosser,Apr2004,1670
Egypt,Brazil,SparklingSmile Water Flosser,May2004,1345
Egypt,Brazil,SparklingSmile Water Flosser,Jun2004,1476
Egypt,Brazil,SparklingSmile Water Flosser,Jul2004,1450
Egypt,Brazil,SparklingSmile Water Flosser,Aug2004,1567
Egypt,Brazil,SparklingSmile Water Flosser,Sep2004,1539
Egypt,Brazil,SparklingSmile Water Flosser,Oct2004,1484
Egypt,Brazil,SparklingSmile Water Flosser,Nov2004,1479
Egypt,Brazil,SparklingSmile Water Flosser,Dec2004,1478
Egypt,Brazil,DailyDazzle Toothpaste,Jan2004,1691
Egypt,Brazil,DailyDazzle Toothpaste,Feb2004,1825
Egypt,Brazil,DailyDazzle Toothpaste,Mar2004,1836
Egypt,Brazil,DailyDazzle Toothpaste,Apr2004,1768
Egypt,Brazil,DailyDazzle Toothpaste,May2004,1711
Egypt,Brazil,DailyDazzle Toothpaste,Jun2004,1931
Egypt,Brazil,DailyDazzle Toothpaste,Jul2004,1932
Egypt,Brazil,DailyDazzle Toothpaste,Aug2004,1879
Egypt,Brazil,DailyDazzle Toothpaste,Sep2004,1722
Egypt,Brazil,DailyDazzle Toothpaste,Oct2004,1812
Egypt,Brazil,DailyDazzle Toothpaste,Nov2004,1893
Egypt,Brazil,DailyDazzle Toothpaste,Dec2004,1771
Egypt,Brazil,SmilesSoPure Waterpik,Jan2004,717
Egypt,Brazil,SmilesSoPure Waterpik,Feb2004,21
Egypt,Brazil,SmilesSoPure Waterpik,Mar2004,29
Egypt,Brazil,SmilesSoPure Waterpik,May2004,1094
Egypt,Brazil,SmilesSoPure Waterpik,Aug2004,541
Egypt,Brazil,SmilesSoPure Waterpik,Nov2004,582
Egypt,Brazil,SmilesSoPure Waterpik,Dec2004,469
Egypt,Brazil,SoftStep Shaving Cream,Jan2004,1558
Egypt,Brazil,SoftStep Shaving Cream,Feb2004,1377
Egypt,Brazil,SoftStep Shaving Cream,Mar2004,1306
Egypt,Brazil,SoftStep Shaving Cream,Apr2004,1454
Egypt,Brazil,SoftStep Shaving Cream,May2004,1368
Egypt,Brazil,SoftStep Shaving Cream,Jun2004,1545
